Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
23,1958,,Footer Johnson,26,8,5,5,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
24,1958,,Gabe Gabler,27,3,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
25,1958,,Gordon Massa,22,2,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
26,1958,,Bobby Morgan,32,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
27,1958,P,Taylor Phillips,25,39,62,54,2,3,0,0,0,2,0,0,3,24,0.056,0.105,0.056,0.161,-55,3,1,0,5,0,0,Left,No
28,1958,P,Dick Drott,21,39,59,55,6,15,0,0,0,6,0,0,3,18,0.273,0.31,0.273,0.583,57,15,0,0,1,0,0,Right,No
29,1958,P,Glen Hobbie,22,55,51,48,3,7,0,0,0,1,0,0,1,26,0.146,0.16,0.146,0.306,-18,7,2,0,1,1,0,Right,No
30,1958,P,Moe Drabowsky,22,22,48,45,3,7,1,0,0,3,0,0,0,11,0.156,0.156,0.178,0.333,-11,8,0,0,3,0,0,Right,No
31,1958,P,Dave Hillman,30,32,43,41,4,6,2,0,0,3,0,0,0,20,0.146,0.146,0.195,0.341,-10,8,0,0,2,0,0,Right,No
32,1958,P,John Briggs,24,20,36,35,3,9,1,1,0,6,0,0,0,14,0.257,0.257,0.343,0.6,58,12,1,0,1,0,0,Right,No
33,1958,P,Marcelino Solis,27,15,22,20,1,5,1,0,0,0,0,0,1,3,0.25,0.286,0.3,0.586,57,6,1,0,0,0,0,Left,No
34,1958,P,Bill Henry,30,44,19,17,2,4,1,0,0,1,0,0,2,6,0.235,0.316,0.294,0.61,64,5,0,0,0,0,0,Left,No
35,1958,P,Jim Brosnan,28,8,19,19,0,2,1,0,0,1,0,0,0,6,0.105,0.105,0.158,0.263,-31,3,1,0,0,0,0,Right,No
36,1958,P,Bob Anderson,22,17,17,17,1,2,0,0,0,0,0,0,0,9,0.118,0.118,0.118,0.235,-37,2,0,0,0,0,0,Right,No
37,1958,P,Don Elston,29,69,15,14,1,5,0,0,0,0,0,0,0,2,0.357,0.357,0.357,0.714,91,5,0,0,1,0,0,Right,No
38,1958,P,Gene Fodge,26,16,9,7,1,0,0,0,0,0,0,0,1,1,0.0,0.125,0.0,0.125,-63,0,0,0,1,0,0,Right,No
39,1958,P,John Buzhardt,21,6,8,8,0,1,0,0,0,0,0,0,0,5,0.125,0.125,0.125,0.25,-33,1,0,0,0,0,0,Right,No
40,1958,P,Dolan Nichols,28,24,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
41,1958,P,Ed Mayer,26,19,5,5,1,1,0,0,0,1,0,0,0,1,0.2,0.2,0.2,0.4,7,1,0,0,0,0,0,Left,No
42,1958,P,Elmer Singleton,40,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
43,1958,P,Hersh Freeman,29,9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
44,1958,P,Freddy Rodriguez,34,7,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
45,1958,P,Dick Ellsworth,18,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
46,1958,P,Turk Lown,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1957,C,Cal Neeman,28,122,445,415,37,107,17,1,10,39,0,0,22,87,0.258,0.298,0.376,0.674,81,156,8,3,2,3,5,Right,No
2,1957,1B,Dale Long,31,123,456,397,55,121,19,0,21,62,1,1,52,63,0.305,0.383,0.511,0.895,139,203,9,1,1,4,4,Left,No
3,1957,2B,Bobby Morgan,31,125,485,425,43,88,20,2,5,27,5,0,52,87,0.207,0.294,0.299,0.593,61,127,7,1,5,2,1,Right,No
4,1957,SS,Ernie Banks,26,156,674,594,113,169,34,6,43,102,8,4,70,85,0.285,0.36,0.579,0.939,149,344,12,3,2,5,11,Right,No
5,1957,3B,Bobby Adams,35,60,211,187,21,47,10,2,1,10,0,3,17,28,0.251,0.32,0.342,0.663,80,64,2,2,5,0,0,Right,No
6,1957,LF,Lee Walls,24,117,402,366,42,88,10,5,6,33,5,3,27,67,0.24,0.292,0.344,0.636,72,126,9,1,5,3,1,Right,No
7,1957,CF,Bob Speake,26,129,463,418,65,97,14,5,16,50,5,6,38,68,0.232,0.299,0.404,0.703,88,169,3,3,1,3,1,Left,No
8,1957,RF,Walt Moryn,31,149,624,568,76,164,33,0,19,88,0,2,50,90,0.289,0.348,0.447,0.795,113,254,11,3,1,2,6,Left,No
9,1957,OF,Chuck Tanner,28,95,350,318,42,91,16,2,7,42,0,2,23,20,0.286,0.336,0.415,0.751,102,132,6,2,5,2,2,Left,No
10,1957,OF,Jim Bolger,25,112,292,273,28,75,4,1,5,29,0,1,10,36,0.275,0.303,0.352,0.655,77,96,11,3,1,4,1,Right,No
11,1957,IF,Jerry Kindall,22,72,192,181,18,29,3,0,6,12,1,0,8,48,0.16,0.196,0.276,0.472,26,50,4,0,3,0,0,Right,No
12,1957,SS,Jack Littrell,28,61,164,153,8,29,4,2,1,13,0,0,9,43,0.19,0.233,0.261,0.495,34,40,1,0,1,1,1,Right,No
13,1957,CF,Bob Will,25,70,123,112,13,25,3,0,1,10,1,0,5,21,0.223,0.254,0.277,0.531,44,31,2,0,5,1,0,Left,No
14,1957,2B,Casey Wise,24,43,118,106,12,19,3,1,0,7,0,0,11,14,0.179,0.256,0.226,0.483,32,24,5,0,1,0,0,Right,Yes
15,1957,C,Jim Fanning,29,47,95,89,3,16,2,0,0,4,0,0,4,17,0.18,0.223,0.202,0.426,16,18,3,1,1,0,1,Right,No
16,1957,C,Charlie Silvera,32,26,57,53,1,11,3,0,0,2,0,0,4,5,0.208,0.263,0.264,0.527,43,14,2,0,0,0,0,Right,No
17,1957,IF,Ed Winceniak,28,17,53,50,5,12,3,0,1,8,0,0,2,9,0.24,0.269,0.36,0.629,68,18,2,0,1,0,0,Right,No
18,1957,CF,Bobby Del Greco,24,20,51,40,2,8,2,0,0,3,1,0,10,17,0.2,0.36,0.25,0.61,69,10,1,0,1,0,0,Right,No
19,1957,1B,Dee Fondy,32,11,51,51,3,16,3,1,0,2,1,2,0,9,0.314,0.314,0.412,0.725,94,21,1,0,0,0,0,Left,No
20,1957,3B,Gene Baker,32,12,51,44,4,11,3,1,1,10,0,0,6,3,0.25,0.353,0.432,0.785,111,19,2,1,0,0,0,Right,No
21,1957,OF,Frank Ernaga,26,20,44,35,9,11,3,2,2,7,0,0,9,14,0.314,0.455,0.686,1.14,203,24,0,0,0,0,0,Right,No
22,1957,3B,Johnny Goryl,23,9,44,38,7,8,2,0,0,1,0,1,5,9,0.211,0.318,0.263,0.581,60,10,0,1,0,0,0,Right,No
23,1957,OF,Eddie Haas,22,14,26,24,1,5,1,0,0,4,0,0,1,5,0.208,0.231,0.25,0.481,30,6,0,0,0,1,0,Left,No
24,1957,CF,Bob Lennon,28,9,22,21,2,3,1,0,1,3,0,0,1,9,0.143,0.182,0.333,0.515,36,7,0,0,0,0,0,Left,No
25,1957,C,Gordon Massa,21,6,19,15,2,7,1,0,0,3,0,0,4,3,0.467,0.579,0.533,1.112,204,8,0,0,0,0,0,Left,No
26,1957,1B,Ed Mickelson,30,6,12,12,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
27,1957,,Jim Woods,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
28,1957,P,Moe Drabowsky,21,36,92,82,3,15,2,0,1,10,0,0,6,32,0.183,0.236,0.244,0.48,30,20,0,0,3,1,0,Right,No
29,1957,P,Dick Drott,20,38,85,80,3,8,0,0,0,0,0,0,2,25,0.1,0.122,0.1,0.222,-39,8,2,0,3,0,0,Right,No
30,1957,P,Bob Rush,31,31,75,69,3,14,3,0,0,3,0,0,3,26,0.203,0.236,0.246,0.482,31,17,1,0,3,0,0,Right,No
31,1957,P,Don Elston,28,39,40,37,0,4,0,0,0,2,0,0,0,7,0.108,0.132,0.108,0.24,-34,4,0,1,2,0,0,Right,No
32,1957,P,Dave Hillman,29,36,29,24,1,0,0,0,0,0,0,0,3,16,0.0,0.111,0.0,0.111,-66,0,0,0,2,0,0,Right,No
33,1957,P,Jim Brosnan,27,41,23,20,2,5,4,0,0,0,0,0,1,4,0.25,0.286,0.45,0.736,95,9,0,0,2,0,0,Right,No
34,1957,P,Tom Poholsky,27,28,22,19,1,2,0,0,0,1,0,0,2,3,0.105,0.19,0.105,0.296,-17,2,0,0,1,0,0,Right,No
35,1957,P,Don Kaiser,22,20,21,19,1,2,0,0,0,1,0,0,1,7,0.105,0.143,0.105,0.248,-31,2,0,0,0,1,0,Right,No
36,1957,P,Dick Littlefield,31,48,12,11,0,2,0,0,0,0,0,0,1,3,0.182,0.25,0.182,0.432,20,2,0,0,0,0,0,Left,No
37,1957,P,Turk Lown,33,67,11,10,0,2,0,0,0,1,0,0,1,1,0.2,0.273,0.2,0.473,31,2,0,0,0,0,0,Right,No
38,1957,P,Elmer Singleton,39,6,4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
39,1957,P,Bob Anderson,21,8,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,1957,P,Vito Valentinetti,28,9,3,2,0,0,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,1,0,0,0,0,0,0,Right,No
41,1957,P,Glen Hobbie,21,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
42,1957,P,Ed Mayer,25,3,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,172,1,0,0,0,0,0,Left,No
43,1957,P,John Briggs,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,1957,P,Jackie Collum,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1956,C,Hobie Landrith,26,111,362,312,22,69,10,3,4,32,0,2,39,38,0.221,0.307,0.311,0.618,68,97,2,1,7,3,15,Left,No
2,1956,1B,Dee Fondy,31,137,580,543,52,146,22,9,9,46,9,7,20,74,0.269,0.29,0.392,0.682,82,213,4,0,7,10,5,Left,No
3,1956,2B,Gene Baker,31,140,606,546,65,141,23,3,12,57,4,3,39,54,0.258,0.309,0.377,0.686,85,206,15,3,13,5,2,Right,No
4,1956,SS,Ernie Banks,25,139,593,538,82,160,25,8,28,85,6,9,52,62,0.297,0.358,0.53,0.887,136,285,7,0,0,3,18,Right,No
5,1956,3B,Don Hoak,28,121,479,424,51,91,18,4,5,37,8,3,41,46,0.215,0.283,0.311,0.594,61,132,4,1,8,4,0,Right,No
6,1956,LF,Monte Irvin,37,111,388,339,44,92,13,3,15,50,1,0,41,41,0.271,0.346,0.46,0.807,116,156,11,0,3,4,5,Right,No
7,1956,CF,Pete Whisenant,26,103,347,314,37,75,16,3,11,46,8,2,24,53,0.239,0.292,0.414,0.706,88,130,6,1,5,3,1,Right,No
8,1956,RF,Walt Moryn,30,147,589,529,69,151,27,3,23,67,4,2,50,67,0.285,0.348,0.478,0.826,121,253,9,3,1,5,2,Left,No
9,1956,UT,Eddie Miksis,29,114,395,356,54,85,10,3,9,27,4,2,32,40,0.239,0.303,0.36,0.662,78,128,10,1,5,1,2,Right,No
